Time, Errors, Limiters, Current SP, Velocity SP, Idc SP, misc SP, Bus Voltage (V), Bus Current (A), Velocity (m/s), Motor RPM, pC Current (A), pB Current (A), Odometer (m), Bus Charge (Ah), BEMF (V), VoutD (V), VoutQ (V), IoutD (A), IoutQ (A), 15V Rail (V), 1.9V Rail (V), 3.3V Rail (V), Motor Temp (C), DSP Temp (C), Phase A Temp (C), Phase B Temp (C), Phase C Temp (C), CAN Trans Errs, CAN Recv Errs, Slip Speed (Hz)
13:47:14, 0x40, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 145.955765, 4.567033, 12.367134, 421.776550, 6.568963, 7.363665, 43482.050781, 5.037018, 28.063267, 0.952959, 30.928671, 0.027448, 9.850269, 14.932112, 1.854601, 3.316558, 22.153625, 38.276901, 0.000000, 0.000000, 36.315552, 0, 0, 99.999992
13:47:14, 0x40, 0x2, 0.139661, 4000.000000, 1.000000, 0.000000, 145.733353, 5.382639, 12.406773, 423.128387, 6.530482, 7.286400, 43482.050781, 5.037018, 28.145403, 0.873268, 31.136810, -0.006902, 9.805244, 14.932112, 1.854601, 3.316558, 22.153625, 38.276901, 0.000000, 0.000000, 36.315552, 0, 0, 99.999992
13:47:14, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 146.352264, 2.136809, 12.429836, 423.915009, 4.849488, 5.520433, 43482.050781, 5.037018, 28.261690, 1.566023, 29.869854, -0.016719, 5.582839, 14.932112, 1.854601, 3.316558, 22.153625, 38.276901, 0.000000, 0.000000, 36.315552, 0, 0, 99.999992
13:47:14, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.284027, 0.034565, 12.421406, 423.627472, 0.000000, 0.000000, 43482.050781, 5.037018, 28.871923, 2.212405, 28.850822, 0.000000, 0.097489, 14.932112, 1.854601, 3.316558, 22.153625, 38.276901, 0.000000, 0.000000, 36.315552, 0, 0, 99.999992
13:47:14, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.320267, 0.000000, 12.411677, 423.295685, 0.000000, 0.000000, 43494.468750, 5.037732, 28.894215, 2.236247, 28.806000, 0.000000, 0.000000, 14.951941, 1.854655, 3.316801, 22.153625, 38.253914, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:15, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.323135, 0.000000, 12.415510, 423.426392, 0.000000, 0.000000, 43494.468750, 5.037732, 28.908640, 2.196312, 28.772711, 0.000000, 0.000000, 14.951941, 1.854655, 3.316801, 22.153625, 38.253914, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:15, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.333939, 0.000000, 12.392095, 422.627808, 0.000000, 0.000000, 43494.468750, 5.037732, 28.852552, 2.231032, 28.774410, 0.000000, 0.000000, 14.951941, 1.854655, 3.316801, 22.153625, 38.253914, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:15, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.346405, 0.000000, 12.324287, 420.315308, 0.000000, 0.000000, 43494.468750, 5.037732, 28.667896, 2.263725, 28.693378, 0.000000, 0.000000, 14.951941, 1.854655, 3.316801, 22.153625, 38.253914, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:15, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.351227, 0.000000, 12.334966, 420.679443, 0.000000, 0.000000, 43494.468750, 5.037732, 28.727888, 2.251565, 28.707266, 0.000000, 0.000000, 14.951941, 1.854655, 3.316801, 22.153625, 38.253914, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:15, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.344849, 0.000000, 12.362018, 421.602051, 0.000000, 0.000000, 43506.851563, 5.037732, 28.774172, 2.153546, 28.602213, 0.000000, 0.000000, 14.950506, 1.854528, 3.316483, 22.153625, 38.265404, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:16, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.360596, 0.000000, 12.363976, 421.668823, 0.000000, 0.000000, 43506.851563, 5.037732, 28.804392, 2.200991, 28.694481, 0.000000, 0.000000, 14.950506, 1.854528, 3.316483, 22.153625, 38.265404, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:16, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.369644, 0.000000, 12.340730, 420.876068, 0.000000, 0.000000, 43506.851563, 5.037732, 28.751671, 2.227813, 28.685778, 0.000000, 0.000000, 14.950506, 1.854528, 3.316483, 22.153625, 38.265404, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:16, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.374512, 0.000000, 12.368825, 421.834229, 0.000000, 0.000000, 43506.851563, 5.037732, 28.846979, 2.208561, 28.700411, 0.000000, 0.000000, 14.950506, 1.854528, 3.316483, 22.153625, 38.265404, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:16, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.363068, 0.000000, 12.334515, 420.664063, 0.000000, 0.000000, 43506.851563, 5.037732, 28.767466, 2.241164, 28.708071, 0.000000, 0.000000, 14.950506, 1.854528, 3.316483, 22.153625, 38.265404, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:16, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.366425, 0.000000, 12.352556, 421.279358, 0.000000, 0.000000, 43519.187500, 5.037732, 28.802036, 2.178758, 28.628826, 0.000000, 0.000000, 14.950033, 1.854494, 3.316510, 22.153625, 38.265404, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:17, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.373428, 0.000000, 12.325515, 420.357147, 0.000000, 0.000000, 43519.187500, 5.037732, 28.708010, 2.191395, 28.624832, 0.000000, 0.000000, 14.950033, 1.854494, 3.316510, 22.153625, 38.265404, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
13:47:17, 0x40, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.375732, 0.000000, 12.337529, 420.766876, 0.000000, 0.000000, 43519.187500, 5.037732, 28.757780, 2.160370, 28.574646, 0.000000, 0.000000, 14.950033, 1.854494, 3.316510, 22.153625, 38.265404, 0.000000, 0.000000, 36.293549, 0, 0, 99.999992
