Time, Errors, Limiters, Current SP, Velocity SP, Idc SP, misc SP, Bus Voltage (V), Bus Current (A), Velocity (m/s), Motor RPM, pC Current (A), pB Current (A), Odometer (m), Bus Charge (Ah), BEMF (V), VoutD (V), VoutQ (V), IoutD (A), IoutQ (A), 15V Rail (V), 1.9V Rail (V), 3.3V Rail (V), Motor Temp (C), DSP Temp (C), Phase A Temp (C), Phase B Temp (C), Phase C Temp (C), CAN Trans Errs, CAN Recv Errs, Slip Speed (Hz)
10:21:37, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.272171, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.113457, -0.120550, 0.000000, 0.000000, 14.761766, 1.858648, 3.306318, 34.655624, 39.511749, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
10:21:38, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.280991, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.112116, -0.120282, 0.000000, 0.000000, 14.761766, 1.858648, 3.306318, 34.655624, 39.511749, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
10:21:38, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.269409, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.113010, -0.119925, 0.000000, 0.000000, 14.761766, 1.858648, 3.306318, 34.655624, 39.511749, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
10:21:38, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.273331, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.114322, -0.121057, 0.000000, 0.000000, 14.761624, 1.858486, 3.306226, 34.655624, 39.523338, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
10:21:38, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.282578, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.113755, -0.119895, 0.000000, 0.000000, 14.761624, 1.858486, 3.306226, 34.655624, 39.523338, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
10:21:38, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.289841, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.114620, -0.119627, 0.000000, 0.000000, 14.761624, 1.858486, 3.306226, 34.655624, 39.523338, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
10:21:39, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.282837, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.113100, -0.119716, 0.000000, 0.000000, 14.761624, 1.858486, 3.306226, 34.655624, 39.523338, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
10:21:39, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.286270, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.110924, -0.119597, 0.000000, 0.000000, 14.761624, 1.858486, 3.306226, 34.655624, 39.523338, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
10:21:39, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.289215, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.113934, -0.120401, 0.000000, 0.000000, 14.762251, 1.858668, 3.306396, 34.655624, 39.511749, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
10:21:39, 0x0, 0x0, 0.000000, 4000.000000, 1.000000, 0.000000, 144.289429, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45438.457031, 6.386045, 0.000000, -0.114441, -0.119865, 0.000000, 0.000000, 14.762251, 1.858668, 3.306396, 34.655624, 39.511749, 0.000000, 0.000000, 35.109871, 0, 0, 99.999992
