Time, Errors, Limiters, Current SP, Velocity SP, Idc SP, misc SP, Bus Voltage (V), Bus Current (A), Velocity (m/s), Motor RPM, pC Current (A), pB Current (A), Odometer (m), Bus Charge (Ah), BEMF (V), VoutD (V), VoutQ (V), IoutD (A), IoutQ (A), 15V Rail (V), 1.9V Rail (V), 3.3V Rail (V), Motor Temp (C), DSP Temp (C), Phase A Temp (C), Phase B Temp (C), Phase C Temp (C), CAN Trans Errs, CAN Recv Errs, Slip Speed (Hz)
13:47:11, 0x0, 0x2, 0.141017, 4000.000000, 1.000000, 0.000000, 146.053345, 5.294144, 12.248499, 417.730530, 7.356745, 6.505787, 43599.636719, 6.556352, 27.652830, -0.922590, 30.282438, -0.006115, 9.912032, 14.752683, 1.858956, 3.301652, 39.080452, 43.941727, 0.000000, 0.000000, 39.315315, 0, 0, 99.999992
13:47:11, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 145.999283, 7.043445, 12.245277, 417.620667, 7.364756, 6.449479, 43611.875000, 6.558036, 27.647762, -0.947714, 30.724346, -0.000447, 9.872139, 14.752710, 1.858977, 3.299197, 39.080452, 43.929810, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:11, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 145.672852, 5.340296, 12.265709, 418.317505, 7.368404, 6.425733, 43611.875000, 6.558036, 27.694761, -0.946552, 30.348003, -0.038552, 9.835661, 14.752710, 1.858977, 3.299197, 39.080452, 43.929810, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:11, 0x0, 0x2, 0.138983, 4000.000000, 1.000000, 0.000000, 146.177643, 5.855441, 12.286060, 419.011566, 7.350898, 6.502480, 43611.875000, 6.558036, 27.735710, -0.858724, 30.395090, -0.053394, 9.848589, 14.752710, 1.858977, 3.299197, 39.080452, 43.929810, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:12, 0x0, 0x2, 0.138983, 4000.000000, 1.000000, 0.000000, 145.834915, 6.809771, 12.289568, 419.131195, 7.302207, 6.450713, 43611.875000, 6.558036, 27.751387, -0.948876, 30.753731, -0.025535, 9.789276, 14.752710, 1.858977, 3.299197, 39.080452, 43.929810, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:12, 0x0, 0x2, 0.138983, 4000.000000, 1.000000, 0.000000, 145.776276, 4.979700, 12.299061, 419.454926, 7.306981, 6.472313, 43611.875000, 6.558036, 27.768522, -0.976354, 30.354469, -0.010693, 9.822947, 14.752710, 1.858977, 3.299197, 39.080452, 43.929810, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:12, 0x0, 0x2, 0.139661, 4000.000000, 1.000000, 0.000000, 146.192932, 6.520200, 12.314009, 419.964722, 7.346892, 6.467325, 43624.160156, 6.559703, 27.802914, -0.963241, 30.767977, -0.031614, 9.836054, 14.752558, 1.859025, 3.301207, 39.080452, 43.941727, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:12, 0x0, 0x2, 0.140000, 4000.000000, 1.000000, 0.000000, 145.702057, 6.338758, 12.337055, 420.750702, 7.328975, 6.454039, 43624.160156, 6.559703, 27.852535, -0.919789, 30.700535, -0.031757, 9.803205, 14.752558, 1.859025, 3.301207, 39.080452, 43.941727, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:12, 0x0, 0x2, 0.140000, 4000.000000, 1.000000, 0.000000, 145.954193, 5.100238, 12.350320, 421.203094, 7.397461, 6.448227, 43624.160156, 6.559703, 27.885645, -0.977665, 30.485659, -0.030720, 9.869832, 14.752558, 1.859025, 3.301207, 39.080452, 43.941727, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:13, 0x0, 0x2, 0.140339, 4000.000000, 1.000000, 0.000000, 146.090118, 7.011491, 12.385915, 422.417084, 7.362932, 6.410676, 43624.160156, 6.559703, 27.964294, -0.949651, 31.015217, -0.012749, 9.858852, 14.752558, 1.859025, 3.301207, 39.080452, 43.941727, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:13, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 145.635513, 5.674893, 12.385367, 422.398376, 7.277191, 6.455702, 43624.160156, 6.559703, 27.966589, -0.945240, 30.648649, -0.000787, 9.788918, 14.752558, 1.859025, 3.301207, 39.080452, 43.941727, 0.000000, 0.000000, 39.304100, 0, 0, 99.999992
13:47:13, 0x0, 0x2, 0.137288, 4000.000000, 1.000000, 0.000000, 146.114853, 5.497366, 12.404751, 423.059479, 7.310289, 6.406921, 43636.531250, 6.561365, 28.007656, -1.000821, 30.724436, 0.019830, 9.818297, 14.752859, 1.859187, 3.300443, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:13, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 145.939819, 6.996399, 12.422614, 423.668671, 7.277566, 6.408173, 43636.531250, 6.561365, 28.045683, -0.933558, 31.055689, -0.012928, 9.746307, 14.752859, 1.859187, 3.300443, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:13, 0x0, 0x2, 0.139661, 4000.000000, 1.000000, 0.000000, 145.687195, 5.232596, 12.437856, 424.188507, 7.328975, 6.381744, 43636.531250, 6.561365, 28.081535, -0.981539, 30.686230, -0.002396, 9.813488, 14.752859, 1.859187, 3.300443, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:14, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 146.181305, 6.204700, 12.451934, 424.668610, 7.388020, 6.485135, 43636.531250, 6.561365, 28.112263, -0.951797, 30.959755, 0.001699, 9.877986, 14.752859, 1.859187, 3.300443, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:14, 0x0, 0x2, 0.139661, 4000.000000, 1.000000, 0.000000, 145.749451, 6.706488, 12.464737, 425.105286, 7.298541, 6.452376, 43636.531250, 6.561365, 28.144806, -0.955284, 31.044006, -0.021529, 9.802347, 14.752859, 1.859187, 3.300443, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:14, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 145.802490, 5.021882, 12.478566, 425.576904, 7.302207, 6.475210, 43648.984375, 6.563026, 28.175205, -0.983864, 30.755579, -0.004900, 9.850824, 14.752181, 1.859091, 3.301873, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:14, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.238602, 0.357145, 12.463846, 425.074890, 1.506364, 1.242954, 43648.984375, 6.563026, 28.715044, -2.251208, 28.959661, 0.000000, 0.610578, 14.752181, 1.859091, 3.301873, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:14, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.361359, 0.002450, 12.495797, 426.164581, 0.000000, 0.000000, 43648.984375, 6.563026, 28.958052, -2.301037, 28.883934, 0.000000, 0.007206, 14.752181, 1.859091, 3.301873, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:15, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.372742, 0.000000, 12.465537, 425.132538, 0.000000, 0.000000, 43648.984375, 6.563026, 28.909325, -2.317130, 28.858929, 0.000000, 0.000000, 14.752181, 1.859091, 3.301873, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:15, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.391464, 0.000000, 12.471314, 425.329590, 0.000000, 0.000000, 43648.984375, 6.563026, 28.906315, -2.276361, 28.792381, 0.000000, 0.000000, 14.752181, 1.859091, 3.301873, 39.080452, 43.929810, 0.000000, 0.000000, 39.292885, 0, 0, 99.999992
13:47:15, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.397690, 0.000000, 12.444674, 424.421051, 0.000000, 0.000000, 43661.449219, 6.563123, 28.847874, -2.275884, 28.760851, 0.000000, 0.000000, 14.755451, 1.858664, 3.304863, 39.001129, 43.953644, 0.000000, 0.000000, 39.281662, 0, 0, 99.999992
13:47:15, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.409134, 0.000000, 12.428911, 423.883453, 0.000000, 0.000000, 43661.449219, 6.563123, 28.837233, -2.295673, 28.749317, 0.000000, 0.000000, 14.755451, 1.858664, 3.304863, 39.001129, 43.953644, 0.000000, 0.000000, 39.281662, 0, 0, 99.999992
13:47:15, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.417862, 0.000000, 12.439080, 424.230255, 0.000000, 0.000000, 43661.449219, 6.563123, 28.829306, -2.245366, 28.696268, 0.000000, 0.000000, 14.755451, 1.858664, 3.304863, 39.001129, 43.953644, 0.000000, 0.000000, 39.281662, 0, 0, 99.999992
13:47:16, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.420761, 0.000000, 12.415148, 423.414063, 0.000000, 0.000000, 43661.449219, 6.563123, 28.799772, -2.254247, 28.703838, 0.000000, 0.000000, 14.755451, 1.858664, 3.304863, 39.001129, 43.953644, 0.000000, 0.000000, 39.281662, 0, 0, 99.999992
13:47:16, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.428513, 0.000000, 12.411955, 423.305145, 0.000000, 0.000000, 43661.449219, 6.563123, 28.770655, -2.245128, 28.645933, 0.000000, 0.000000, 14.755451, 1.858664, 3.304863, 39.001129, 43.953644, 0.000000, 0.000000, 39.281662, 0, 0, 99.999992
13:47:16, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.432083, 0.000000, 12.413544, 423.359344, 0.000000, 0.000000, 43673.863281, 6.563123, 28.783440, -2.238661, 28.673172, 0.000000, 0.000000, 14.755833, 1.858687, 3.304809, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:16, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.439484, 0.000000, 12.392249, 422.633087, 0.000000, 0.000000, 43673.863281, 6.563123, 28.718828, -2.270251, 28.639048, 0.000000, 0.000000, 14.755833, 1.858687, 3.304809, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:16, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.439117, 0.000000, 12.409375, 423.217163, 0.000000, 0.000000, 43673.863281, 6.563123, 28.776197, -2.263903, 28.700560, 0.000000, 0.000000, 14.755833, 1.858687, 3.304809, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:17, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.437622, 0.000000, 12.385312, 422.396515, 0.000000, 0.000000, 43673.863281, 6.563123, 28.725594, -2.241224, 28.626144, 0.000000, 0.000000, 14.755833, 1.858687, 3.304809, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:17, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.451523, 0.000000, 12.391510, 422.607880, 0.000000, 0.000000, 43673.863281, 6.563123, 28.724611, -2.242326, 28.607635, 0.000000, 0.000000, 14.755833, 1.858687, 3.304809, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:17, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 147.458755, 0.000000, 12.371974, 421.941620, 0.000000, 0.000000, 43686.257813, 6.563123, 28.700708, -2.254158, 28.621405, 0.000000, 0.000000, 14.755672, 1.858730, 3.304997, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:17, 0x0, 0x0, 0.138983, 4000.000000, 1.000000, 0.000000, 147.464386, 0.000000, 12.331073, 420.546692, 0.000000, 0.000000, 43686.257813, 6.563123, 28.581499, -2.209574, 28.463392, 0.000000, 0.000000, 14.755672, 1.858730, 3.304997, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:17, 0x0, 0x2, 0.138305, 4000.000000, 1.000000, 0.000000, 146.453323, 5.332893, 12.352530, 421.278473, 7.023615, 6.174106, 43686.257813, 6.563123, 27.920782, -1.034945, 30.421942, -0.017881, 8.918900, 14.755672, 1.858730, 3.304997, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:18, 0x0, 0x2, 0.138983, 4000.000000, 1.000000, 0.000000, 145.903229, 6.739336, 12.370231, 421.882141, 7.343960, 6.378383, 43686.257813, 6.563123, 27.903049, -0.972450, 30.898212, 0.020707, 9.794373, 14.755672, 1.858730, 3.304997, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:18, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 146.252808, 6.642634, 12.443327, 424.375092, 7.378954, 6.402308, 43686.257813, 6.563123, 28.065800, -0.915974, 30.519337, -0.008780, 9.861696, 14.752883, 1.859250, 3.300888, 39.001129, 43.953644, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:18, 0x0, 0x2, 0.141356, 4000.000000, 1.000000, 0.000000, 145.729446, 6.282485, 12.469823, 425.278717, 7.365489, 6.467325, 43698.644531, 6.564343, 28.125137, -0.955880, 30.960501, -0.001985, 9.855885, 14.752883, 1.859250, 3.300888, 39.001129, 43.929810, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:18, 0x0, 0x2, 0.137288, 4000.000000, 1.000000, 0.000000, 146.038879, 5.118835, 12.517310, 426.898254, 7.316530, 6.453628, 43698.644531, 6.564343, 28.232574, -0.937253, 30.815691, -0.022763, 9.794855, 14.752883, 1.859250, 3.300888, 39.001129, 43.929810, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:18, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 146.128708, 7.026154, 12.491776, 426.027405, 7.288975, 6.441987, 43698.644531, 6.564343, 28.178720, -1.042426, 31.322361, 0.003326, 9.807944, 14.752883, 1.859250, 3.300888, 39.001129, 43.929810, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:19, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 145.690582, 5.642349, 12.527500, 427.245758, 7.294858, 6.441557, 43698.644531, 6.564343, 28.257132, -0.994116, 30.986338, -0.004542, 9.812647, 14.752883, 1.859250, 3.300888, 39.001129, 43.929810, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:19, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 146.154160, 5.611825, 12.549649, 428.001160, 7.364398, 6.511152, 43711.152344, 6.566010, 28.306007, -0.965446, 31.024008, -0.008243, 9.881151, 14.751516, 1.858911, 3.301739, 39.001129, 43.941727, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:19, 0x0, 0x2, 0.139322, 4000.000000, 1.000000, 0.000000, 145.938782, 7.010651, 12.573898, 428.828186, 7.334465, 6.385517, 43711.152344, 6.566010, 28.361410, -0.983655, 31.421453, -0.024086, 9.785700, 14.751516, 1.858911, 3.301739, 39.001129, 43.941727, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:19, 0x0, 0x2, 0.138644, 4000.000000, 1.000000, 0.000000, 145.738510, 5.156171, 12.599703, 429.708221, 7.318354, 6.396854, 43711.152344, 6.566010, 28.420805, -1.051456, 31.081766, 0.029790, 9.816689, 14.751516, 1.858911, 3.301739, 39.001129, 43.941727, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
13:47:19, 0x0, 0x2, 0.139661, 4000.000000, 1.000000, 0.000000, 146.215103, 6.314921, 12.651803, 431.485077, 7.377863, 6.495470, 43711.152344, 6.566010, 28.536200, -0.989258, 31.402290, -0.016594, 9.880937, 14.751516, 1.858911, 3.301739, 39.001129, 43.941727, 0.000000, 0.000000, 39.270447, 0, 0, 99.999992
