Time, Errors, Limiters, Current SP, Velocity SP, Idc SP, misc SP, Bus Voltage (V), Bus Current (A), Velocity (m/s), Motor RPM, pC Current (A), pB Current (A), Odometer (m), Bus Charge (Ah), BEMF (V), VoutD (V), VoutQ (V), IoutD (A), IoutQ (A), 15V Rail (V), 1.9V Rail (V), 3.3V Rail (V), Motor Temp (C), DSP Temp (C), Phase A Temp (C), Phase B Temp (C), Phase C Temp (C), CAN Trans Errs, CAN Recv Errs, Slip Speed (Hz)
15:20:49, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 157.377090, 5.076689, 9.574273, 332.463898, 9.356385, 8.634192, 4308.682129, 0.247916, 21.934032, -0.969678, 24.991333, -0.015378, 12.691909, 14.752054, 1.858954, 3.305762, 38.232674, 46.609581, 0.000000, 0.000000, 42.110931, 0, 0, 99.999992
15:20:50, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 157.151459, 6.246400, 9.598875, 333.318207, 9.336591, 8.535147, 4308.682129, 0.247916, 21.986990, -0.936747, 25.212049, 0.018382, 12.687314, 14.752054, 1.858954, 3.305762, 38.232674, 46.609581, 0.000000, 0.000000, 42.110931, 0, 0, 99.999992
15:20:50, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 156.972977, 4.590672, 9.602624, 333.448364, 9.372997, 8.569657, 4318.268066, 0.249403, 21.998375, -0.951379, 24.934917, -0.030452, 12.668556, 14.752078, 1.858936, 3.305602, 38.232674, 46.597466, 0.000000, 0.000000, 42.122353, 0, 0, 99.999992
15:20:50, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 157.426682, 5.683744, 9.633426, 334.517944, 9.312415, 8.572161, 4318.268066, 0.249403, 22.067219, -0.954300, 25.241255, 0.010353, 12.690658, 14.752078, 1.858936, 3.305602, 38.232674, 46.597466, 0.000000, 0.000000, 42.122353, 0, 0, 99.999992
15:20:50, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 156.968796, 5.955810, 9.628891, 334.360504, 9.446544, 8.603703, 4318.268066, 0.249403, 22.055983, -0.925749, 25.239735, 0.019437, 12.742835, 14.752078, 1.858936, 3.305602, 38.232674, 46.597466, 0.000000, 0.000000, 42.122353, 0, 0, 99.999992
15:20:50, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 157.103378, 4.530180, 9.669202, 335.760254, 9.355527, 8.591527, 4318.268066, 0.249403, 22.150219, -0.947535, 25.092333, -0.032580, 12.657720, 14.752078, 1.858936, 3.305602, 38.232674, 46.597466, 0.000000, 0.000000, 42.122353, 0, 0, 99.999992
15:20:51, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 157.379471, 6.155491, 9.663699, 335.569183, 9.305799, 8.629542, 4318.268066, 0.249403, 22.137791, -0.986665, 25.474607, -0.000232, 12.676406, 14.752078, 1.858936, 3.305602, 38.232674, 46.597466, 0.000000, 0.000000, 42.122353, 0, 0, 99.999992
15:20:51, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 156.867584, 5.405528, 9.698255, 336.769135, 9.313864, 8.607441, 4327.929688, 0.250919, 22.213549, -0.912428, 25.275497, -0.006545, 12.644184, 14.751272, 1.858878, 3.305588, 38.232674, 46.597466, 0.000000, 0.000000, 42.133774, 0, 0, 99.999992
15:20:51, 0x0, 0x2, 0.181017, 4000.000000, 1.000000, 0.000000, 157.226654, 6.323326, 9.737036, 338.115784, 9.289348, 8.587790, 4327.929688, 0.250919, 22.301226, -0.867516, 25.499731, -0.016236, 12.604451, 14.751272, 1.858878, 3.305588, 38.232674, 46.597466, 0.000000, 0.000000, 42.133774, 0, 0, 99.999992
15:20:51, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 156.874832, 4.890490, 9.782281, 339.686920, 9.430057, 8.588094, 4327.929688, 0.250919, 22.401989, -0.842273, 25.233656, 0.006258, 12.717032, 14.751272, 1.858878, 3.305588, 38.232674, 46.597466, 0.000000, 0.000000, 42.133774, 0, 0, 99.999992
15:20:52, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 157.389160, 5.394870, 9.781651, 339.665009, 9.396440, 8.586842, 4327.929688, 0.250919, 22.404730, -0.936598, 25.485903, -0.000840, 12.764043, 14.751272, 1.858878, 3.305588, 38.232674, 46.597466, 0.000000, 0.000000, 42.133774, 0, 0, 99.999992
15:20:52, 0x0, 0x2, 0.179661, 4000.000000, 1.000000, 0.000000, 157.071884, 6.288671, 9.766352, 339.133759, 9.326238, 8.608371, 4337.685059, 0.252459, 22.374868, -0.972092, 25.689005, -0.046456, 12.651587, 14.753179, 1.859123, 3.306123, 38.232674, 46.585342, 0.000000, 0.000000, 42.133774, 0, 0, 99.999992
15:20:52, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 156.960358, 4.579282, 9.806604, 340.531555, 9.340024, 8.545518, 4337.685059, 0.252459, 22.460281, -0.880808, 25.322527, 0.001216, 12.627196, 14.753179, 1.859123, 3.306123, 38.232674, 46.585342, 0.000000, 0.000000, 42.133774, 0, 0, 99.999992
15:20:52, 0x0, 0x2, 0.180339, 4000.000000, 1.000000, 0.000000, 157.400879, 5.956561, 9.805668, 340.498993, 9.407848, 8.509344, 4337.685059, 0.252459, 22.460133, -0.907391, 25.629072, -0.028288, 12.724579, 14.753179, 1.859123, 3.306123, 38.232674, 46.585342, 0.000000, 0.000000, 42.133774, 0, 0, 99.999992
15:20:52, 0x0, 0x2, 0.178983, 4000.000000, 1.000000, 0.000000, 156.917725, 5.846733, 9.797284, 340.207886, 9.294552, 8.604938, 4337.685059, 0.252459, 22.442102, -0.922769, 25.592030, -0.019169, 12.641841, 14.753179, 1.859123, 3.306123, 38.232674, 46.585342, 0.000000, 0.000000, 42.133774, 0, 0, 99.999992
15:20:53, 0x0, 0x2, 0.178305, 4000.000000, 1.000000, 0.000000, 157.131195, 4.596448, 9.787005, 339.850983, 9.411836, 8.523523, 4337.685059, 0.252459, 22.416561, -0.929624, 25.293201, 0.003469, 12.691963, 14.753179, 1.859123, 3.306123, 38.232674, 46.585342, 0.000000, 0.000000, 42.133774, 0, 0, 99.999992
15:20:53, 0x0, 0x2, 0.178305, 4000.000000, 1.000000, 0.000000, 157.284012, 6.318033, 9.814323, 340.799591, 9.309250, 8.614289, 4347.485840, 0.254001, 22.484123, -0.986725, 25.809616, -0.012553, 12.659258, 14.752610, 1.858872, 3.305781, 38.232674, 46.609581, 0.000000, 0.000000, 42.145195, 0, 0, 99.999992
15:20:53, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 156.803635, 5.356497, 9.829831, 341.338104, 9.273738, 8.528548, 4347.485840, 0.254001, 22.523909, -1.098662, 25.770454, 0.026429, 12.639588, 14.752610, 1.858872, 3.305781, 38.232674, 46.609581, 0.000000, 0.000000, 42.145195, 0, 0, 99.999992
15:20:53, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 157.282654, 5.065012, 9.891741, 343.487885, 9.465551, 8.526027, 4347.485840, 0.254001, 22.662014, -0.944376, 25.673895, -0.027609, 12.750024, 14.752610, 1.858872, 3.305781, 38.232674, 46.609581, 0.000000, 0.000000, 42.145195, 0, 0, 99.999992
15:20:53, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 157.155518, 6.473351, 9.916332, 344.341797, 9.389859, 8.533269, 4347.485840, 0.254001, 22.713184, -0.885725, 25.996298, -0.017381, 12.666589, 14.752610, 1.858872, 3.305781, 38.232674, 46.609581, 0.000000, 0.000000, 42.145195, 0, 0, 99.999992
15:20:54, 0x0, 0x2, 0.179661, 4000.000000, 1.000000, 0.000000, 156.840057, 4.808486, 9.872181, 342.808655, 9.318172, 8.522880, 4347.485840, 0.254001, 22.617340, -0.984996, 25.652319, -0.007635, 12.591666, 14.752610, 1.858872, 3.305781, 38.232674, 46.609581, 0.000000, 0.000000, 42.145195, 0, 0, 99.999992
15:20:54, 0x0, 0x2, 0.178305, 4000.000000, 1.000000, 0.000000, 157.354324, 5.606944, 9.935231, 344.998047, 9.402144, 8.560252, 4357.379883, 0.255538, 22.759348, -0.914484, 25.865883, -0.037140, 12.689495, 14.752688, 1.859032, 3.305890, 38.311607, 46.609581, 0.000000, 0.000000, 42.156616, 0, 0, 99.999992
15:20:54, 0x0, 0x2, 0.178983, 4000.000000, 1.000000, 0.000000, 156.980865, 6.225962, 9.922856, 344.568359, 9.328240, 8.571214, 4357.379883, 0.255538, 22.731094, -0.876278, 25.904030, -0.021333, 12.621725, 14.752688, 1.859032, 3.305890, 38.311607, 46.609581, 0.000000, 0.000000, 42.156616, 0, 0, 99.999992
15:20:54, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 156.974457, 4.620820, 9.957963, 345.787415, 9.389287, 8.543944, 4357.379883, 0.255538, 22.810011, -0.896484, 25.660992, -0.042826, 12.665195, 14.752688, 1.859032, 3.305890, 38.311607, 46.609581, 0.000000, 0.000000, 42.156616, 0, 0, 99.999992
15:20:54, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 157.346634, 6.141043, 9.956925, 345.751404, 9.420956, 8.492624, 4357.379883, 0.255538, 22.808134, -0.910401, 26.028156, -0.013644, 12.674707, 14.752688, 1.859032, 3.305890, 38.311607, 46.609581, 0.000000, 0.000000, 42.156616, 0, 0, 99.999992
15:20:55, 0x0, 0x2, 0.000000, 0.000000, 1.000000, 0.000000, 156.811707, 5.792374, 9.996355, 347.120575, 9.326524, 8.500189, 4357.379883, 0.255538, 22.895634, -0.901699, 26.014626, -0.000393, 12.673741, 14.752688, 1.859032, 3.305890, 38.311607, 46.609581, 0.000000, 0.000000, 42.156616, 0, 0, 99.999992
15:20:55, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 158.347275, 0.342053, 9.949600, 345.497040, 1.865888, 1.624596, 4367.329590, 0.256850, 23.245514, -1.533031, 23.539782, 0.000000, 0.669551, 14.755453, 1.858655, 3.305489, 38.311607, 46.621696, 0.000000, 0.000000, 42.168037, 0, 0, 99.999992
15:20:55, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 158.458176, 0.002128, 9.930692, 344.840424, 0.000000, 0.000000, 4367.329590, 0.256850, 23.306398, -1.529038, 23.329407, 0.000000, 0.008047, 14.755453, 1.858655, 3.305489, 38.311607, 46.621696, 0.000000, 0.000000, 42.168037, 0, 0, 99.999992
15:20:55, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 158.464630, 0.000000, 9.906299, 343.993378, 0.000000, 0.000000, 4367.329590, 0.256850, 23.308516, -1.570135, 23.298830, 0.000000, 0.000000, 14.755453, 1.858655, 3.305489, 38.311607, 46.621696, 0.000000, 0.000000, 42.168037, 0, 0, 99.999992
15:20:55, 0x0, 0x0, 0.000000, 0.000000, 1.000000, 0.000000, 158.449997, 0.000000, 9.869935, 342.730682, 0.000000, 0.000000, 4367.329590, 0.256850, 23.161530, -1.513332, 23.128927, 0.000000, 0.000000, 14.755453, 1.858655, 3.305489, 38.311607, 46.621696, 0.000000, 0.000000, 42.168037, 0, 0, 99.999992
15:20:56, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 158.006165, 2.999336, 9.927159, 344.717773, 6.111664, 5.479968, 4367.329590, 0.256850, 22.968977, -1.093566, 24.190454, 0.036961, 5.519342, 14.755453, 1.858655, 3.305489, 38.311607, 46.621696, 0.000000, 0.000000, 42.168037, 0, 0, 99.999992
15:20:56, 0x0, 0x0, 0.179322, 4000.000000, 1.000000, 0.000000, 157.872131, 1.923984, 9.891087, 343.465179, 5.935782, 5.434746, 4377.240723, 0.257131, 22.709757, -1.337886, 24.173826, 0.005114, 5.254537, 14.754689, 1.858848, 3.305644, 38.311607, 46.609581, 0.000000, 0.000000, 42.179466, 0, 0, 99.999992
15:20:56, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 157.536331, 5.294127, 9.932013, 344.886292, 9.053940, 8.179879, 4377.240723, 0.257131, 22.654354, -0.881225, 25.561392, -0.047618, 11.654395, 14.754689, 1.858848, 3.305644, 38.311607, 46.609581, 0.000000, 0.000000, 42.179466, 0, 0, 99.999992
15:20:56, 0x0, 0x2, 0.179661, 4000.000000, 1.000000, 0.000000, 156.946274, 6.062937, 9.890181, 343.433685, 9.353524, 8.498311, 4377.240723, 0.257131, 22.531151, -0.879675, 25.830984, -0.004077, 12.605346, 14.754689, 1.858848, 3.305644, 38.311607, 46.609581, 0.000000, 0.000000, 42.179466, 0, 0, 99.999992
15:20:56, 0x0, 0x2, 0.178983, 4000.000000, 1.000000, 0.000000, 157.026917, 4.641294, 9.954927, 345.682007, 9.399856, 8.479661, 4377.240723, 0.257131, 22.680878, -0.936031, 25.719971, -0.009263, 12.686652, 14.754689, 1.858848, 3.305644, 38.311607, 46.609581, 0.000000, 0.000000, 42.179466, 0, 0, 99.999992
15:20:57, 0x0, 0x2, 0.179322, 4000.000000, 1.000000, 0.000000, 157.329849, 6.291747, 9.989133, 346.869781, 9.325093, 8.568710, 4377.240723, 0.257131, 22.760271, -0.950843, 26.157169, -0.010622, 12.707644, 14.754689, 1.858848, 3.305644, 38.311607, 46.609581, 0.000000, 0.000000, 42.179466, 0, 0, 99.999992
15:20:57, 0x0, 0x2, 0.180678, 4000.000000, 1.000000, 0.000000, 156.837128, 5.609715, 9.986988, 346.795319, 9.350073, 8.594030, 4387.203613, 0.258553, 22.756189, -0.957459, 25.992601, -0.004935, 12.676191, 14.753008, 1.859076, 3.305848, 38.311607, 46.609581, 0.000000, 0.000000, 42.202316, 0, 0, 99.999992
15:20:57, 0x0, 0x2, 0.180000, 4000.000000, 1.000000, 0.000000, 157.210800, 4.890311, 10.002823, 347.345154, 9.389287, 8.486938, 4387.203613, 0.258553, 22.792757, -1.015484, 25.964886, 0.033045, 12.671828, 14.753008, 1.859076, 3.305848, 38.311607, 46.609581, 0.000000, 0.000000, 42.202316, 0, 0, 99.999992
15:20:57, 0x0, 0x2, 0.178305, 4000.000000, 1.000000, 0.000000, 157.183411, 6.535989, 10.041209, 348.678131, 9.303206, 8.585286, 4387.203613, 0.258553, 22.874296, -0.890374, 26.286512, -0.000697, 12.664408, 14.753008, 1.859076, 3.305848, 38.311607, 46.609581, 0.000000, 0.000000, 42.202316, 0, 0, 99.999992
